state,district,mobility_ratio,zone_type,Policy_Action
jharkhand,palamu,3.768268895855103,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
jharkhand,ramgarh,4.084825287072478,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
jharkhand,ranchi,1.9489994072075387,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
jharkhand,sahebganj,3.4583129118335783,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
jharkhand,simdega,2.8445353594389244,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,bagalkote,1.116195667766461,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,ballari,0.8021071665805595,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
karnataka,belagavi,0.9494298769192772,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
karnataka,bengaluru rural,2.269636576787808,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,bengaluru south,0.4432234432234432,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
karnataka,bengaluru urban,1.599946899220848,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,bidar,1.0471280454714234,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,chamarajanagar,1.3847632360650008,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,chikkaballapura,1.9606521206177985,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,chikkamagaluru,1.5144848954298993,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,chitradurga,1.3851530732264676,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,dakshina kannada,1.363401555349673,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,davanagere,0.7699191189124075,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
karnataka,dharwad,1.1701565029681598,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,gadag,1.2031293814143906,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,hassan,1.4100445663352759,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,haveri,1.2783358906806404,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,kalaburagi,0.7985153285550805,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
karnataka,kodagu,3.3640208197787898,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,kolar,1.3086112969511612,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,koppal,1.112647225546388,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,mandya,1.312475046277812,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,mysuru,1.20603258985323,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,raichur,0.7569829810137154,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
karnataka,shivamogga,1.3732078319234282,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,tumakuru,1.0170927403866672,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,udupi,2.5320942295223685,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,uttara kannada,1.729456301807976,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,vijayanagara,3.518952062430323,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,vijayapura,1.0646306818181819,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
karnataka,yadgir,0.8435388387251092,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
kerala,alappuzha,2.247896397580857,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
kerala,ernakulam,2.3040347468282087,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
kerala,idukki,1.5099480968858132,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
kerala,kannur,2.6752192761367075,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
kerala,kasaragod,2.063522761083011,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
kerala,kollam,2.2645606187680554,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
kerala,kottayam,2.0501913453046807,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
kerala,kozhikode,2.787736338183955,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
kerala,malappuram,3.4651366545790845,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
kerala,palakkad,1.7747237941255727,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
kerala,pathanamthitta,2.138054683998207,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
kerala,thiruvananthapuram,2.3676365370856187,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
kerala,thrissur,2.269607016360263,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
kerala,wayanad,3.185761524995137,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
ladakh,kargil,0.6767600302800908,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
ladakh,leh,1.2669950738916256,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
lakshadweep,lakshadweep,1.0545073375262055,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,alirajpur,1.9431716750966974,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,anuppur,0.6984841381465854,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,ashoknagar,0.8681252509032517,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,balaghat,0.9111862914981984,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,barwani,0.8976392050540962,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,betul,0.5361310721471687,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,bhind,1.085781202118811,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,bhopal,0.8925954793452845,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,burhanpur,0.5439630129700094,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,chhatarpur,0.7600540685464051,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,chhindwara,1.1435810010891698,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,damoh,0.6469017094017094,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,datia,1.7317424284369636,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,dewas,0.9070569853738987,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,dhar,0.9678201624388929,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,dindori,1.160942861405341,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,guna,0.5891745803476234,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,gwalior,1.0079236577782236,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,harda,0.6118104298393178,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,indore,1.5014457366831588,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,jabalpur,1.0072925163442457,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,jhabua,1.6595246509984096,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,katni,1.033807675722294,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,maihar,28.145631067961165,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
madhya pradesh,mandla,1.334574087329993,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,mandsaur,0.9355600970749777,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,mauganj,63.765957446808514,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
madhya pradesh,morena,1.009198979537828,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,narmadapuram,0.5342200149670046,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,narsimhapur,0.7594028468927208,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,neemuch,0.9106077981651376,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,niwari,3.4682713347921226,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,pandhurna,12.274193548387096,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
madhya pradesh,panna,0.8847556698620529,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,raisen,0.5420050592464386,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,rajgarh,0.5104506091296052,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,ratlam,0.8177392926768009,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,rewa,0.6153486547178789,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,sagar,0.6912401967300279,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,satna,0.7796227898651934,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,sehore,0.42385274377489585,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,seoni,1.3852746821363924,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,shahdol,1.0566345179900472,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,shajapur,0.509504695546804,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,sheopur,1.1856753600622811,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,shivpuri,1.338619970452768,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,sidhi,0.9571903160993853,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,singrauli,0.7366004238719783,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,tikamgarh,0.7703313387514513,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,ujjain,0.7643370721886684,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
madhya pradesh,umaria,1.504496142020073,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
madhya pradesh,vidisha,0.5958958751920577,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
maharashtra,ahilyanagar,1.925513052183282,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,akola,1.5666569621258237,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,amravati,0.9391343271152565,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
maharashtra,beed,1.518525628719524,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,bhandara,1.531788975312817,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,buldhana,1.788266235079911,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,chandrapur,1.6566243967787606,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,chhatrapati sambhajinagar,1.497118633434607,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,dharashiv,2.6456909342998225,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,dhule,1.1281877505179791,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,gadchiroli,1.3041123578036329,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,gondia,2.0059773623298995,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,hingoli,3.407728907129626,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,jalgaon,1.0493961874491942,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,jalna,1.7733010507510403,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,kolhapur,1.5281899109792285,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,latur,2.0685899984442795,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,mumbai,1.184610082909327,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,mumbai suburban,1.7700244420403093,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,nagpur,1.2924626945025344,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,nanded,2.4954297949113675,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,nandurbar,0.5758825543826214,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
maharashtra,nashik,1.1600958910292738,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,palghar,1.4861572827015308,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,parbhani,2.3834637487541617,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,pune,1.4316091731015483,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,raigad,1.5444486837085083,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,ratnagiri,1.1866016306140723,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,sangli,1.2277247414478918,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,satara,1.3887628531864118,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,sindhudurg,1.7330878077146734,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,solapur,2.212533147962205,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,thane,2.026466630852107,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,wardha,0.8670709821152299,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
maharashtra,washim,1.661593637922969,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
maharashtra,yavatmal,2.4416832847573757,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
manipur,bishnupur,3.274600355239787,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
manipur,chandel,2.749289772727273,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
manipur,churachandpur,2.3546412300683373,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
manipur,imphal east,2.697863342977966,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
manipur,imphal west,2.4826566152965315,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
manipur,jiribam,8.588832487309645,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
manipur,kakching,4.325396825396825,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
manipur,pherzawl,20.0,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
manipur,senapati,3.1001794258373208,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
manipur,tamenglong,3.2285938727415555,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
manipur,thoubal,2.8055344133956726,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
manipur,ukhrul,3.946773713945882,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
meghalaya,east garo hills,15.952879581151832,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
meghalaya,east jaintia hills,2.2425855513307984,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
meghalaya,east khasi hills,2.8968,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
meghalaya,eastern west khasi hills,70.33333333333333,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
meghalaya,north garo hills,8.410138248847927,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
meghalaya,ri bhoi,3.8847780126849893,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
meghalaya,south garo hills,10.725714285714286,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
meghalaya,south west garo hills,4.323852617970265,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
meghalaya,south west khasi hills,3.8687440982058545,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
meghalaya,west garo hills,4.116999106877047,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
meghalaya,west jaintia hills,2.59778305621536,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
meghalaya,west khasi hills,5.98635477582846,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
mizoram,aizawl,0.6030153421457769,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
mizoram,champhai,0.7151699029126214,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
mizoram,hnahthial,3.909090909090909,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
mizoram,khawzawl,1.8571428571428572,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
mizoram,kolasib,0.43364155561599127,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
mizoram,lawngtlai,0.5094795775543962,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
mizoram,lunglei,1.173283160865475,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
mizoram,mamit,0.34204900509784575,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
mizoram,saitual,6.333333333333333,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
mizoram,serchhip,0.46083580726193196,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
nagaland,chumoukedima,10.422018348623853,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
nagaland,dimapur,1.1151643050949653,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
nagaland,kiphire,1.8876529477196886,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
nagaland,kohima,1.5129740518962076,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
nagaland,longleng,2.752,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
nagaland,meluri,0.546583850931677,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
nagaland,mokokchung,1.8035971223021583,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
nagaland,mon,1.1054913294797688,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
nagaland,niuland,4.328767123287672,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
nagaland,noklak,3.701923076923077,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
nagaland,peren,1.3023041474654378,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
nagaland,phek,1.2809756097560976,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
nagaland,shamator,20.105263157894736,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
nagaland,tseminyu,3.8181818181818183,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
nagaland,tuensang,2.4323453608247423,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
nagaland,wokha,1.5929919137466306,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
nagaland,zunheboto,2.2865979381443298,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,angul,1.479431929480901,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,balangir,1.1992038267681147,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,balasore,1.1623474084450671,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,bargarh,1.2565396037590009,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,bhadrak,1.3401591431911604,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,boudh,1.041759270090069,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,cuttack,1.383989606854527,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,deogarh,1.4546023794614904,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,dhenkanal,1.2142755106899672,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,gajapati,1.0885460439428503,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,ganjam,1.6944110399211434,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,jagatsinghapur,0.9665724796076132,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
odisha,jajpur,1.6442702657389554,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,jharsuguda,1.8296414147595152,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,kalahandi,1.8150474292892105,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,kandhamal,1.4082590091251224,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,kendrapara,1.4852884326274645,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,keonjhar,1.8400077911959485,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,khordha,1.433719020069995,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,koraput,1.5087754771918473,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,malkangiri,0.9748704948749035,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
odisha,mayurbhanj,1.503994349456866,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,nabarangpur,1.7460413280705829,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,nayagarh,1.2411702851487598,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,nuapada,1.2473900664346727,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,puri,1.3118528610354223,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,rayagada,1.92253136933988,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,sambalpur,1.8006626546757725,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,sonepur,1.6070860294897635,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
odisha,sundargarh,1.8896739593087597,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
puducherry,karaikal,1.2623661397246302,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
puducherry,puducherry,1.260790273556231,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,amritsar,1.8917330067360685,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,barnala,1.3770263016639828,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,bathinda,1.0920203735144312,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,faridkot,1.4476507969580164,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,fatehgarh sahib,1.1640151821044982,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,fazilka,1.238338070556763,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,ferozepur,1.3700381439409817,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,gurdaspur,1.672397040137529,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,hoshiarpur,1.2827775644622974,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,jalandhar,1.4118613245732388,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,kapurthala,1.3998290415642698,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,ludhiana,1.3785279536641633,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,malerkotla,3.623292965730482,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,mansa,1.096466518408698,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,moga,1.2892290249433107,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,pathankot,1.1293353835639843,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,patiala,1.4854928783220853,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,rupnagar,1.0990047598442232,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,sangrur,1.4108070661586423,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,sri muktsar sahib,1.3717009650040692,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,tarn taran,1.3394715364211385,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,ajmer,1.4272591381226762,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,alwar,1.125319759853824,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,balotra,401.0,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
rajasthan,banswara,2.585915038826343,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,baran,1.7635521988061884,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,barmer,0.932991202346041,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
rajasthan,beawar,143.33333333333334,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
rajasthan,bharatpur,1.42655663915979,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,bhilwara,2.094768449012588,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,bikaner,1.1674568861601762,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,bundi,1.5145879542740146,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,chittorgarh,1.9493890632302864,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,churu,1.0089700060788471,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,dausa,0.9277052825913649,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
rajasthan,deeg,147.75,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
rajasthan,dholpur,1.5513467447128215,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,dungarpur,2.7939929979730973,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,ganganagar,1.3820714797213722,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,hanumangarh,1.6262976578576218,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,jaipur,1.552781533096643,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,jaisalmer,0.913570887035633,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
